label,Rx39,Ry39,Rz39,Ry40,Rz40,Ry41,Rz41,Ry42,Rz44,Rz45,Rz46,Rz48,Rz49,Rz50,Rz52,Rz53,Rz54,Rz56,Rz57,Rz58
2,1.11223,2.88643,-40.6276,-2.9033,-31.3714,68.7269,16.5126,9.30572,-106.587,-55.2473,-27.6236,10.5622,10.5622,10.5622,16.5507,16.5507,16.5507,-32.246,-32.246,-32.246
1,-0.805337,-0.501945,-38.916,-20.2899,-49.5627,33.9543,-1.67546,55.2141,34.7443,6.69432,3.34716,-71.8332,-71.8332,-71.8332,-65.4167,-65.4167,-65.4167,-76.4476,-76.4476,-76.4476
1,22.9755,-9.21731,-11.7274,-24.8925,-50.0589,24.7507,-2.1718,65.0415,-77.8571,-53.2633,-26.6317,-13.8751,-13.8751,-13.8751,-64.1761,-64.1761,-64.1761,-70.4986,-70.4986,-70.4986
1,7.62727,-6.26318,-33.1402,-23.3952,-44.7131,27.7442,3.17405,60.9256,3.41418,1.62525,0.812623,-68.4848,-68.4848,-68.4848,-61.9256,-61.9256,-61.9256,-72.0631,-72.0631,-72.0631
1,8.79557,-11.318,-41.1328,-20.0845,-63.2111,34.364,-15.3269,-28.0089,-101.189,-5.66945,-2.83472,-65.8713,-65.8713,-65.8713,-8.81951,-8.81951,-8.81951,-49.6954,-49.6954,-49.6954
1,9.90143,-9.52808,-43.1893,-21.8589,-62.0153,30.815,-14.1311,-14.681,-100.354,-6.07921,-3.0396,-65.8402,-65.8402,-65.8402,-9.72492,-9.72492,-9.72492,-51.2141,-51.2141,-51.2141
4,12.4441,2.14382,-26.0516,-5.81426,-56.0858,62.9057,-8.19868,2.3889,49.546,11.208,5.60401,19.8427,19.8427,19.8427,15.1602,15.1602,15.1602,3.15894,3.15894,3.15894
2,-4.77346,-23.4248,-16.8554,-11.9138,-37.3886,50.7057,10.4954,4.15293,9.04677,50.8738,25.4369,-79.2772,-79.2772,-79.2772,12.6989,12.6989,12.6989,-52.0586,-52.0586,-52.0586
3,23.0596,14.6148,-67.881,-52.9491,-40.4434,-31.3633,7.44066,-6.02139,24.6887,3.14335,1.57167,-13.5381,-13.5381,-13.5381,-79.5439,-79.5439,-79.5439,-99.817,-99.817,-99.817
2,-6.4842,2.01992,-41.285,-6.13582,-29.3677,62.261,18.5165,6.59017,-31.031,35.8604,17.9302,-94.0939,-94.0939,-94.0939,-67.47,-67.47,-67.47,8.59011,8.59011,8.59011
4,4.67999,-0.127737,-39.8288,-44.6839,-40.9445,-14.8312,6.93938,18.0655,24.4057,56.2565,28.1282,8.3504,8.3504,8.3504,-62.6175,-62.6175,-62.6175,7.05263,7.05263,7.05263
4,9.3722,-3.16607,-34.8689,-36.7155,-41.568,1.10567,6.31594,11.3706,14.5374,57.3055,28.6528,-74.4829,-74.4829,-74.4829,-2.09604,-2.09604,-2.09604,20.4741,20.4741,20.4741
2,-1.2887,-20.3566,-20.5015,-9.5562,-34.9519,55.4239,12.9317,3.55953,-13.1395,39.7257,19.8629,-76.6067,-76.6067,-76.6067,-3.6933,-3.6933,-3.6933,-46.7405,-46.7405,-46.7405
2,14.2848,-12.1669,-44.5552,-62.3631,-39.2339,-50.1919,8.65341,31.9395,-95.138,-33.3191,-16.6596,2.32462,2.32462,2.32462,-82.6349,-82.6349,-82.6349,-56.2587,-56.2587,-56.2587
2,12.9856,-8.15522,-50.0477,-62.2417,-25.1926,-49.9495,22.6947,31.0211,-97.3095,-31.77,-15.885,0.127305,0.127305,0.127305,-86.2835,-86.2835,-86.2835,-56.1794,-56.1794,-56.1794
1,9.34215,-5.67677,-43.6731,-27.0148,-26.4557,20.5045,21.4314,59.2085,33.4753,48.5743,24.2871,-68.5268,-68.5268,-68.5268,-78.3928,-78.3928,-78.3928,-68.7562,-68.7562,-68.7562
1,21.0612,-5.69704,-20.2651,-28.9823,-47.9662,16.5705,-0.0791071,64.5159,-75.6165,-42.9795,-21.4897,-9.8009,-9.8009,-9.8009,-65.2428,-65.2428,-65.2428,-63.0116,-63.0116,-63.0116
4,2.50712,-6.49679,-25.9457,-40.8519,-36.9456,-7.16888,10.942,6.06108,33.3387,54.9955,27.4978,6.89155,6.89155,6.89155,-58.9986,-58.9986,-58.9986,4.74431,4.74431,4.74431
1,2.23435,-18.0229,-53.6534,-19.7813,-59.4137,34.9728,-11.5266,13.4742,-74.0711,-13.6097,-6.80485,0.28274,0.28274,0.28274,-77.3131,-77.3131,-77.3131,-58.3048,-58.3048,-58.3048
4,30.2004,-9.74761,-32.8106,-40.0544,-30.3659,-5.57533,17.5218,10.5641,6.87277,41.5122,20.7561,0.692062,0.692062,0.692062,-0.703202,-0.703202,-0.703202,-71.668,-71.668,-71.668
2,-5.36649,-30.2838,-14.6888,-8.66634,-38.0969,57.2008,9.78707,4.33184,9.28894,49.9666,24.9833,-78.9702,-78.9702,-78.9702,0.382974,0.382974,0.382974,-50.0325,-50.0325,-50.0325
2,0.0668346,1.69052,-34.2384,-3.73686,-29.4429,67.0604,18.4411,9.31071,-106.062,-37.1134,-18.5567,20.8133,20.8133,20.8133,22.6044,22.6044,22.6044,-25.4657,-25.4657,-25.4657
4,-5.1625,-1.91009,-55.0639,-35.7265,-37.912,3.08288,9.97112,16.378,32.8763,48.0452,24.0226,8.32367,8.32367,8.32367,-68.1336,-68.1336,-68.1336,5.50965,5.50965,5.50965
2,-4.44182,7.53043,-52.7215,-54.4376,-41.7195,-34.3424,6.16465,31.4549,-84.3335,-37.2019,-18.6009,-68.9937,-68.9937,-68.9937,2.01742,2.01742,2.01742,-75.2806,-75.2806,-75.2806
3,2.62514,26.9288,-48.8209,-30.9279,-58.9804,12.6812,-11.0932,21.2197,-77.7111,-68.6037,-34.3019,3.63269,3.63269,3.63269,5.894,5.894,5.894,3.57036,3.57036,3.57036
4,11.0053,-1.58036,-36.9543,-38.3882,-42.1288,-2.23969,5.75513,12.9285,10.6473,57.5166,28.7583,-74.2857,-74.2857,-74.2857,-2.36762,-2.36762,-2.36762,20.0487,20.0487,20.0487
4,15.7869,-1.19717,-42.1127,-28.539,-25.437,17.4559,22.4505,1.40336,-10.5965,54.8424,27.4212,-70.6634,-70.6634,-70.6634,7.54661,7.54661,7.54661,11.4934,11.4934,11.4934
2,-12.118,-1.40335,-38.3483,-6.0068,-30.7401,62.5192,17.1441,7.48259,9.45895,50.1294,25.0647,-108.309,-108.309,-108.309,-77.4924,-77.4924,-77.4924,8.13879,8.13879,8.13879
4,5.73094,-22.0705,-17.4112,-37.3815,-32.8127,-0.226807,15.071,15.6373,-9.64013,38.8987,19.4493,-5.45197,-5.45197,-5.45197,-24.8115,-24.8115,-24.8115,-79.6905,-79.6905,-79.6905
2,-5.36465,-29.618,-14.8364,-8.38688,-38.3201,57.7597,9.56392,4.82734,7.38209,50.2504,25.1252,-79.0675,-79.0675,-79.0675,-1.62863,-1.62863,-1.62863,-50.6833,-50.6833,-50.6833
4,24.0988,-3.93329,-27.5994,-46.4667,-33.2953,-18.4002,14.5924,17.0842,3.59505,36.6964,18.3482,12.2354,12.2354,12.2354,16.9669,16.9669,16.9669,-56.751,-56.751,-56.751
4,-12.4714,0.459836,-63.7711,-40.6307,-41.2578,-6.72572,6.62495,22.8315,-4.714,11.8129,5.90646,4.32406,4.32406,4.32406,-66.9645,-66.9645,-66.9645,-3.21562,-3.21562,-3.21562
4,-11.5852,0.115006,-62.1348,-40.5186,-41.0938,-6.50149,6.78902,22.1679,-10.8214,6.41666,3.20833,3.45613,3.45613,3.45613,-67.0981,-67.0981,-67.0981,-3.4631,-3.4631,-3.4631
4,11.3304,-1.85617,-35.365,-46.8709,-37.9284,-19.2046,9.95584,16.0184,8.2685,53.1205,26.5603,10.4367,10.4367,10.4367,-59.5942,-59.5942,-59.5942,6.55333,6.55333,6.55333
4,10.8671,4.70282,-45.8438,-44.5202,-46.7763,-14.5039,1.10765,19.4333,12.2766,56.8878,28.4439,-72.1103,-72.1103,-72.1103,-1.61294,-1.61294,-1.61294,22.6299,22.6299,22.6299
2,3.66584,20.3749,-56.773,-15.7446,-16.0432,43.0467,31.8409,9.97781,-123.524,-83.0559,-41.5279,-49.9156,-49.9156,-49.9156,-6.80975,-6.80975,-6.80975,13.0248,13.0248,13.0248
3,2.45496,24.8837,-44.0366,-26.74,-60.4642,21.0572,-12.577,14.7669,-79.611,-58.5272,-29.2636,10.8306,10.8306,10.8306,7.33168,7.33168,7.33168,-7.09445,-7.09445,-7.09445
4,27.2949,-9.17367,-27.0523,-42.9462,-32.0324,-11.3557,15.8518,11.7081,13.4621,48.2579,24.1289,9.11441,9.11441,9.11441,10.7317,10.7317,10.7317,-71.2137,-71.2137,-71.2137
2,-1.8504,19.3107,-58.5711,-12.4128,-16.5847,49.7102,31.299,11.4351,-134.763,-91.6783,-45.8391,-50.8851,-50.8851,-50.8851,16.2006,16.2006,16.2006,25.0944,25.0944,25.0944
4,5.40787,-0.648174,-38.9931,-45.0118,-40.6879,-15.4871,7.19602,18.1257,25.324,55.8032,27.9016,8.59997,8.59997,8.59997,-62.204,-62.204,-62.204,6.85529,6.85529,6.85529
3,19.5385,14.6134,-63.2518,-52.3331,-40.3666,-30.1312,7.51751,-4.26676,1.07954,-0.44982,-0.22491,1.01856,1.01856,1.01856,-79.3219,-79.3219,-79.3219,-95.0876,-95.0876,-95.0876
1,-5.59576,2.07929,-37.8765,-10.3048,-56.3808,53.9237,-8.49677,-68.6975,-74.7608,-45.068,-22.534,-66.0979,-66.0979,-66.0979,-4.26816,-4.26816,-4.26816,-47.9441,-47.9441,-47.9441
2,-0.830112,2.02881,-35.3362,-3.41388,-29.2933,67.7063,18.5907,9.256,-106.315,-37.1656,-18.5828,21.3809,21.3809,21.3809,22.7431,22.7431,22.7431,-25.2597,-25.2597,-25.2597
2,-13.7578,-4.57922,-43.7309,-5.3459,-31.7985,63.8407,16.0858,5.74308,7.49464,42.3711,21.1855,-99.0759,-99.0759,-99.0759,-70.9386,-70.9386,-70.9386,10.2003,10.2003,10.2003
2,-5.17547,1.68473,-48.6615,-56.2446,-42.8296,-37.9555,5.05784,19.9247,12.9399,24.8512,12.4256,-70.1226,-70.1226,-70.1226,-74.6653,-74.6653,-74.6653,-57.563,-57.563,-57.563
2,-0.71902,-22.4967,-19.8351,-5.81204,-38.807,62.9095,9.07714,7.58444,32.9532,36.4757,18.2378,9.31468,9.31468,9.31468,-85.8465,-85.8465,-85.8465,-33.5585,-33.5585,-33.5585
3,42.584,8.70053,14.9472,-10.5649,-57.0909,53.4053,-9.20405,36.6678,-23.7733,1.86175,0.930875,0.963557,0.963557,0.963557,-22.4639,-22.4639,-22.4639,-69.1145,-69.1145,-69.1145
1,17.3327,-11.4772,-24.5196,-27.0165,-54.317,20.5025,-6.42995,66.4527,-62.3276,-39.4383,-19.7191,3.38884,3.38884,3.38884,-63.6689,-63.6689,-63.6689,-65.7041,-65.7041,-65.7041
1,12.0851,32.1692,-62.6769,-63.6778,-38.7042,-52.8234,9.18332,-11.5032,-85.1482,4.45424,2.22712,-80.2981,-80.2981,-80.2981,-61.7935,-61.7935,-61.7935,-56.6004,-56.6004,-56.6004
2,8.57369,-11.4151,-33.9213,-61.6792,-34.828,-48.8241,13.0596,32.2767,-87.1734,-28.2027,-14.1014,12.813,12.813,12.813,-81.3515,-81.3515,-81.3515,-50.469,-50.469,-50.469
2,10.2794,-7.99753,-46.83,-61.8462,-35.4659,-49.1586,12.4215,33.3242,-91.2717,-31.0204,-15.5102,1.08673,1.08673,1.08673,-89.334,-89.334,-89.334,-59.1195,-59.1195,-59.1195
2,-4.46776,-7.5793,-20.5535,-7.98677,-30.1634,58.5606,17.7205,7.7735,-92.8308,-52.5429,-26.2715,6.36637,6.36637,6.36637,-89.4167,-89.4167,-89.4167,9.84073,9.84073,9.84073
2,5.72857,-3.39926,-63.1955,-54.0398,-39.3959,-33.5453,8.49137,19.6169,-85.2538,-20.3979,-10.199,-74.2263,-74.2263,-74.2263,-51.6998,-51.6998,-51.6998,15.4971,15.4971,15.4971
2,-4.12022,-5.30122,-41.9371,-57.3983,-44.6019,-40.26,3.28167,20.1153,19.5263,33.0202,16.5101,-72.3564,-72.3564,-72.3564,-77.7112,-77.7112,-77.7112,-62.8788,-62.8788,-62.8788
2,-1.82815,20.0051,-56.9949,-14.6558,-16.07,45.224,31.8143,11.0779,-134.415,-90.0135,-45.0068,-51.0116,-51.0116,-51.0116,7.39731,7.39731,7.39731,25.288,25.288,25.288
2,3.48001,20.3572,-57.095,-15.8233,-16.2128,42.8894,31.6713,9.97759,-123.783,-83.4811,-41.7405,-49.9471,-49.9471,-49.9471,-7.44798,-7.44798,-7.44798,12.6596,12.6596,12.6596
2,-4.07619,7.42184,-52.7244,-54.296,-40.5676,-34.0593,7.31651,30.4748,-84.2118,-37.8962,-18.9481,-68.9453,-68.9453,-68.9453,0.775676,0.775676,0.775676,-75.1827,-75.1827,-75.1827
2,-14.9347,-3.79505,-46.3947,-5.53842,-31.8899,63.4554,15.9944,4.47536,12.4655,41.6701,20.8351,-103.635,-103.635,-103.635,-73.6032,-73.6032,-73.6032,7.28246,7.28246,7.28246
3,-3.12635,32.2157,-36.8983,-28.2687,-58.5631,17.9995,-10.6761,16.5025,-77.3619,-69.9284,-34.9642,5.93378,5.93378,5.93378,7.77932,7.77932,7.77932,5.77015,5.77015,5.77015
1,-5.60182,2.0089,-37.5946,-10.2941,-56.4007,53.9452,-8.51666,-68.9733,-74.8399,-45.1662,-22.5831,-66.0086,-66.0086,-66.0086,-4.11071,-4.11071,-4.11071,-45.2558,-45.2558,-45.2558
1,12.0579,-9.53428,-80.251,-22.2502,-44.4283,30.0345,3.45862,16.8515,-93.6126,-31.3139,-15.6569,-91.7847,-91.7847,-91.7847,-43.8794,-43.8794,-43.8794,9.51061,9.51061,9.51061
3,39.8605,8.64522,18.8615,-9.24738,-48.6018,56.0401,-0.714904,34.0049,6.48444,8.20337,4.10168,1.4595,1.4595,1.4595,-9.14134,-9.14134,-9.14134,-59.1441,-59.1441,-59.1441
4,-11.8577,-2.46212,-59.6991,-41.2557,-41.2014,-7.97962,6.68283,23.4917,7.38945,29.6089,14.8045,5.25434,5.25434,5.25434,-67.6081,-67.6081,-67.6081,2.14832,2.14832,2.14832
3,0.709537,28.5898,-45.3151,-28.4253,-59.6319,17.6863,-11.7447,15.7185,-77.4886,-68.1057,-34.0528,3.33318,3.33318,3.33318,5.79984,5.79984,5.79984,3.79285,3.79285,3.79285
5,9.31262,5.66555,44.6097,-52.0799,-23.1733,-2.80251,2.59631,18.5814,-1.48355,-1.48355,-1.48355,0.47562,0.47562,0.47562,2.71273,2.71273,2.71273,4.02479,4.02479,4.02479
2,1.08444,22.1152,-63.7565,-11.7748,-16.6802,50.9861,31.204,11.5412,-127.585,-87.4392,-43.7196,-41.1234,-41.1234,-41.1234,-18.0585,-18.0585,-18.0585,26.2879,26.2879,26.2879
3,45.7706,16.1304,17.6343,-13.3425,-54.9264,47.8503,-7.03958,37.5917,0.80399,4.16224,2.08112,2.06802,2.06802,2.06802,-1.55245,-1.55245,-1.55245,-82.3897,-82.3897,-82.3897
2,-7.16659,-5.68524,-21.5344,-9.54285,-31.1065,55.4482,16.7774,8.62149,-88.3227,-64.3287,-32.1643,9.72297,9.72297,9.72297,-93.8253,-93.8253,-93.8253,11.285,11.285,11.285
2,-6.81098,7.00634,-54.9142,-50.2818,-44.3096,-26.0274,3.57375,32.6109,-85.6762,-39.6665,-19.8333,-74.5141,-74.5141,-74.5141,-11.8059,-11.8059,-11.8059,-90.7408,-90.7408,-90.7408
2,-4.58965,-23.7845,-17.1875,-11.9755,-37.7612,50.5822,10.1228,4.05547,9.22937,50.9385,25.4692,-79.1855,-79.1855,-79.1855,13.2596,13.2596,13.2596,-52.1959,-52.1959,-52.1959
4,26.4837,2.48572,-45.9751,-28.8326,-21.7972,16.8685,26.0902,-2.44949,-21.108,56.1092,28.0546,-66.5452,-66.5452,-66.5452,0.169427,0.169427,0.169427,21.7716,21.7716,21.7716
1,0.527038,16.8568,-44.0993,-21.7827,-54.1203,30.968,-6.2326,84.0222,-74.7398,-55.0385,-27.5192,-66.4346,-66.4346,-66.4346,-0.04821,-0.04821,-0.04821,-50.3281,-50.3281,-50.3281
1,3.50211,18.0768,-42.3206,-23.3628,-54.8866,27.8078,-6.99888,89.2197,-77.0533,-55.5132,-27.7566,-66.9432,-66.9432,-66.9432,0.0965305,0.0965305,0.0965305,-50.3391,-50.3391,-50.3391
1,12.4083,1.35831,-39.5617,-24.4331,-35.6203,25.6681,12.2668,60.2435,-2.42145,16.0184,8.00919,-66.5881,-66.5881,-66.5881,-71.6876,-71.6876,-71.6876,-70.5945,-70.5945,-70.5945
2,-1.33243,-21.9338,-20.042,-5.91141,-38.2303,62.7107,9.65385,7.69126,31.8954,36.5603,18.2802,9.0379,9.0379,9.0379,-85.1671,-85.1671,-85.1671,-33.2002,-33.2002,-33.2002
3,36.6966,4.28419,11.7565,-12.2429,-54.4195,50.0491,-6.5326,30.9088,10.6071,6.97035,3.48517,12.9209,12.9209,12.9209,-1.11964,-1.11964,-1.11964,-89.492,-89.492,-89.492
3,25.5373,12.7023,-65.3894,-53.4174,-39.8649,-32.2997,8.01915,-6.73784,-2.04947,2.57462,1.28731,1.66485,1.66485,1.66485,-74.2071,-74.2071,-74.2071,-91.5962,-91.5962,-91.5962
4,-8.38001,-4.65646,-40.8684,-43.857,-45.3416,-13.1811,2.54247,21.4003,35.5356,52.4941,26.2471,8.5389,8.5389,8.5389,-63.4616,-63.4616,-63.4616,10.4114,10.4114,10.4114
3,25.0463,13.7341,-66.3326,-53.632,-40.6504,-32.7288,7.23362,-6.52637,15.9615,4.20784,2.10392,0.509256,0.509256,0.509256,-76.0006,-76.0006,-76.0006,-96.2355,-96.2355,-96.2355
1,-10.5382,-13.5003,-58.6369,-13.7902,-58.295,46.9505,-10.4084,-11.3758,-58.4619,-11.7279,-5.86393,4.64192,4.64192,4.64192,-87.6409,-87.6409,-87.6409,-56.9091,-56.9091,-56.9091
1,22.144,-10.5204,-11.0081,-24.7197,-49.996,25.0964,-2.10897,64.6851,-77.8341,-53.6627,-26.8313,-14.842,-14.842,-14.842,-64.2168,-64.2168,-64.2168,-70.7182,-70.7182,-70.7182
1,19.0889,-12.3881,-23.2914,-27.3724,-55.7766,19.7906,-7.88951,65.2823,-61.9739,-40.8297,-20.4149,4.54595,4.54595,4.54595,-63.0326,-63.0326,-63.0326,-66.1978,-66.1978,-66.1978
3,39.2262,-6.8707,18.0935,-11.0257,-51.8953,52.4824,-4.00852,33.8869,-19.9871,17.7653,8.88265,-8.82873,-8.82873,-8.82873,-9.11822,-9.11822,-9.11822,-83.1914,-83.1914,-83.1914
3,35.438,5.64368,13.4049,-11.8173,-54.0086,50.9001,-6.12171,31.4185,6.42453,6.42016,3.21008,11.1529,11.1529,11.1529,-5.61883,-5.61883,-5.61883,-89.1671,-89.1671,-89.1671
4,19.2788,-14.607,-17.0605,-39.418,-32.6882,-4.29919,15.1962,11.3514,-2.34566,40.5291,20.2645,-1.38843,-1.38843,-1.38843,-2.17007,-2.17007,-2.17007,-69.9284,-69.9284,-69.9284
3,40.1208,-8.06277,19.9544,-11.7324,-52.5624,51.0694,-4.6755,26.2501,0.147946,17.7288,8.86439,-1.09993,-1.09993,-1.09993,-26.8465,-26.8465,-26.8465,-46.4546,-46.4546,-46.4546
2,4.06102,-2.9417,-59.7236,-53.5996,-38.8663,-32.665,9.02103,20.1594,-85.9443,-18.8264,-9.41319,-73.6094,-73.6094,-73.6094,-51.3062,-51.3062,-51.3062,14.9868,14.9868,14.9868
1,8.32015,23.4033,-57.0727,-69.4584,-30.2246,-64.3839,17.6628,-20.4956,-79.225,-2.32583,-1.16292,-78.0933,-78.0933,-78.0933,-60.754,-60.754,-60.754,-53.9549,-53.9549,-53.9549
1,-6.12608,1.05498,-40.7381,-8.34449,-53.918,57.844,-6.03394,-64.5785,-74.6797,-43.9856,-21.9928,-66.4453,-66.4453,-66.4453,-1.76353,-1.76353,-1.76353,-48.398,-48.398,-48.398
1,18.1102,-11.5474,-23.8407,-27.1161,-54.4838,20.3034,-6.59674,66.015,-61.87,-40.4313,-20.2156,3.63909,3.63909,3.63909,-63.74,-63.74,-63.74,-65.9878,-65.9878,-65.9878
1,9.78209,-9.73003,-42.5676,-21.548,-62.3636,31.4368,-14.4794,-17.365,-100.976,-5.5691,-2.78455,-65.9162,-65.9162,-65.9162,-9.99036,-9.99036,-9.99036,-50.8275,-50.8275,-50.8275
3,38.9345,9.82387,20.5887,-9.72357,-47.5704,55.0876,0.31649,33.8907,-3.60846,11.9334,5.96671,-8.68369,-8.68369,-8.68369,-7.55145,-7.55145,-7.55145,-56.3316,-56.3316,-56.3316
4,16.3407,-18.5366,-12.7503,-8.86303,-54.152,56.8092,-6.26492,0.789564,15.9243,43.5682,21.7841,16.9684,16.9684,16.9684,12.48,12.48,12.48,38.3283,38.3283,38.3283
2,-6.87125,7.71309,-51.8805,-43.3569,-30.4161,-12.181,17.468,26.6434,-86.8817,-39.1876,-19.5938,-71.9606,-71.9606,-71.9606,-4.18989,-4.18989,-4.18989,-83.4117,-83.4117,-83.4117
1,7.46887,-17.9902,-48.6945,-24.1343,-61.199,26.2666,-13.3119,43.5629,-74.3084,-21.1135,-10.5567,-1.06243,-1.06243,-1.06243,-65.8164,-65.8164,-65.8164,-62.0543,-62.0543,-62.0543
4,34.2729,4.67828,-19.6144,-40.1371,-23.787,-5.73939,24.1001,3.99849,-96.5762,176.434,88.2168,2.43255,2.43255,2.43255,6.23694,6.23694,6.23694,20.9858,20.9858,20.9858
2,-2.97247,-7.7858,-23.6348,-7.29626,-32.0836,59.9414,15.8004,9.69137,-94.656,-77.9992,-38.9996,11.9174,11.9174,11.9174,-92.4317,-92.4317,-92.4317,8.48656,8.48656,8.48656
3,36.8527,-2.21721,15.0972,-11.9374,-54.8702,50.6597,-6.98322,30.6894,-17.0921,11.9562,5.9781,9.14084,9.14084,9.14084,-12.0176,-12.0176,-12.0176,-87.1428,-87.1428,-87.1428
3,38.3805,-5.91534,19.9109,-12.629,-53.1707,49.2762,-5.28384,28.7936,-6.42583,18.7379,9.36897,-4.11949,-4.11949,-4.11949,-7.07384,-7.07384,-7.07384,-69.1366,-69.1366,-69.1366
2,-0.959667,-0.556925,-34.8482,-4.04878,-29.5297,66.4365,18.3543,9.50965,-103.909,-37.9488,-18.9744,10.5564,10.5564,10.5564,13.147,13.147,13.147,-25.5654,-25.5654,-25.5654
5,6.19578,5.56855,42.3155,-51.3499,-22.8125,-1.34341,2.95695,8.71134,-4.42314,-4.42314,-4.42314,0.653911,0.653911,0.653911,2.44349,2.44349,2.44349,5.33633,5.33633,5.33633
4,14.3882,-14.9337,-11.4358,-46.4137,-25.932,-18.2937,21.9559,12.7436,9.85958,47.5618,23.7809,5.77731,5.77731,5.77731,-1.45881,-1.45881,-1.45881,-91.3323,-91.3323,-91.3323
3,2.32776,23.4458,-36.5093,-30.4544,-60.3094,13.6287,-12.4222,16.7486,-80.1968,-56.6974,-28.3487,1.69975,1.69975,1.69975,2.43617,2.43617,2.43617,4.91242,4.91242,4.91242
2,-5.03954,7.32052,-57.4108,-54.2004,-47.9268,-33.8647,-0.0434228,33.4023,-85.9445,-40.0301,-20.0151,-73.5711,-73.5711,-73.5711,-11.3716,-11.3716,-11.3716,-89.9131,-89.9131,-89.9131
4,30.4731,0.713368,-25.0727,-34.8659,-28.3396,4.80271,19.5475,2.74824,-107.05,178.399,89.1996,7.14054,7.14054,7.14054,11.3011,11.3011,11.3011,12.5888,12.5888,12.5888
4,23.7853,2.40988,-42.3935,-29.9124,-23.5152,14.709,24.3722,-1.11907,-6.46956,55.8001,27.9,-67.8321,-67.8321,-67.8321,6.80724,6.80724,6.80724,23.0853,23.0853,23.0853
4,11.4057,-1.47585,-36.8818,-38.7052,-42.1817,-2.87357,5.70225,13.0845,9.53743,57.569,28.7845,-74.1828,-74.1828,-74.1828,-2.53198,-2.53198,-2.53198,19.6213,19.6213,19.6213
1,18.5571,-11.7652,-23.2251,-27.2596,-55.0783,20.0163,-7.19127,66.0869,-61.7513,-41.0325,-20.5162,4.08105,4.08105,4.08105,-63.4625,-63.4625,-63.4625,-66.0478,-66.0478,-66.0478
1,-0.358407,13.1956,-45.6222,-19.9997,-51.6382,34.5342,-3.75056,14.7871,-75.4011,-51.3419,-25.6709,-65.94,-65.94,-65.94,-1.51694,-1.51694,-1.51694,-52.8045,-52.8045,-52.8045
1,1.58168,-17.3024,-31.6157,-22.2593,-68.9632,30.0168,-21.076,58.6422,-67.1661,-44.3675,-22.1838,5.58899,5.58899,5.58899,-56.7853,-56.7853,-56.7853,-68.0086,-68.0086,-68.0086
3,-3.24414,32.1413,-37.2836,-28.1818,-58.5979,18.1734,-10.7109,16.5219,-77.4372,-70.4129,-35.2064,5.03789,5.03789,5.03789,7.339,7.339,7.339,5.43235,5.43235,5.43235
1,12.0042,32.2577,-54.8154,-50.4067,-41.5466,-26.2809,6.3409,15.3668,-92.5566,9.48507,4.74254,-81.0545,-81.0545,-81.0545,-61.5259,-61.5259,-61.5259,-55.3223,-55.3223,-55.3223
4,-3.44351,0.00291264,-56.4682,-36.3427,-37.1541,1.85044,10.7291,15.4015,1.41305,21.6923,10.8461,6.9514,6.9514,6.9514,-69.1076,-69.1076,-69.1076,3.08225,3.08225,3.08225
1,-1.93206,-2.57912,-37.1938,-19.4704,-53.2515,35.5937,-5.36423,57.3969,33.5562,-1.3685,-0.68425,-72.5371,-72.5371,-72.5371,-62.6293,-62.6293,-62.6293,-77.355,-77.355,-77.355
1,-6.89522,1.07385,-41.6424,-7.89001,-53.5421,58.7529,-5.65803,-65.0995,-74.6057,-42.9478,-21.4739,-66.5599,-66.5599,-66.5599,-1.71905,-1.71905,-1.71905,-48.2021,-48.2021,-48.2021
1,23.058,-4.86876,-18.0613,-24.7965,-48.4673,24.9424,-0.580276,64.705,-76.9061,-60.9481,-30.4741,-13.2621,-13.2621,-13.2621,-68.1055,-68.1055,-68.1055,-73.3026,-73.3026,-73.3026
1,-7.63815,-14.8206,-55.3191,-17.6129,-62.1395,39.3057,-14.2552,-7.73962,-58.8421,-19.7483,-9.87416,4.60277,4.60277,4.60277,-79.5778,-79.5778,-79.5778,-60.0892,-60.0892,-60.0892
1,10.2016,-9.44184,-43.3444,-22.1882,-61.7196,30.1566,-13.8354,-11.037,-100.08,-7.33696,-3.66848,-65.4157,-65.4157,-65.4157,-6.71073,-6.71073,-6.71073,-49.2169,-49.2169,-49.2169
2,-4.10449,-2.4236,-31.0138,-1.00302,-33.4431,72.5275,14.441,13.5156,-94.103,-58.1423,-29.0711,-36.0006,-36.0006,-36.0006,-79.8174,-79.8174,-79.8174,-9.05552,-9.05552,-9.05552
2,-2.04262,-1.46992,-30.6175,-0.893883,-33.3056,72.7457,14.5785,13.5996,-93.7654,-58.0834,-29.0417,-7.91431,-7.91431,-7.91431,-79.5081,-79.5081,-79.5081,2.18556,2.18556,2.18556
4,17.1135,-3.31954,-20.158,-8.35423,-55.595,57.8263,-7.70792,1.31948,32.0396,5.82018,2.91009,16.2334,16.2334,16.2334,17.6741,17.6741,17.6741,17.0131,17.0131,17.0131
2,2.29655,3.56942,-36.7546,-4.76128,-30.4211,65.0115,17.4629,9.26342,-106.897,-36.4558,-18.2279,12.2101,12.2101,12.2101,12.2906,12.2906,12.2906,-23.2994,-23.2994,-23.2994
1,2.12849,-17.9269,-52.6951,-19.8831,-60.2358,34.7692,-12.3487,13.1007,-73.0694,-14.4727,-7.23633,0.334615,0.334615,0.334615,-77.3081,-77.3081,-77.3081,-58.6693,-58.6693,-58.6693
